#DIY Altimeter Experimental Data
#logged on SD card module through BMP 280 sensor

time_ms,pressure_hPa,altitude_m
48302,1010.04,26.73
48319,1010.08,26.41
48337,1010.07,26.52
48357,1010.05,26.69
48379,1010.06,26.57
48397,1010.09,26.37
48417,1010.12,26.13
48441,1010.09,26.34
48459,1010.11,26.16
48478,1010.17,25.68
48502,1010.11,26.16
48517,1010.14,25.96
48542,1010.12,26.1
48558,1010.18,25.63
48582,1010.23,25.18
48600,1010.16,25.74
48621,1010.17,25.67
48642,1010.22,25.24
48658,1010.21,25.32
48682,1010.14,25.91
48699,1010.21,25.3
48719,1010.2,25.42
48739,1010.24,25.11
48760,1010.28,24.78
48777,1010.24,25.06
48800,1010.25,24.97
48820,1010.27,24.88
48841,1010.27,24.86
48862,1010.27,24.86
48879,1010.28,24.73
48898,1010.32,24.46
48918,1010.29,24.71
48938,1010.35,24.21
48957,1010.36,24.13
48979,1010.3,24.56
48998,1010.32,24.45
49022,1010.34,24.27
49040,1010.37,23.97
49059,1010.37,24.03
49080,1010.37,24.04
49097,1010.4,23.74
49119,1010.39,23.82
49140,1010.37,24.0
49159,1010.36,24.07
49179,1010.41,23.68
49202,1010.39,23.81
49222,1010.46,23.26
49240,1010.41,23.67
49260,1010.45,23.34
49280,1010.43,23.47
49298,1010.45,23.31
49319,1010.43,23.52
49337,1010.48,23.07
49359,1010.46,23.27
49380,1010.49,23.04
49398,1010.49,23.0
49422,1010.5,22.92
49442,1010.52,22.74
49461,1010.51,22.83
49480,1010.52,22.76
49502,1010.52,22.74
49517,1010.53,22.67
49541,1010.52,22.72
49557,1010.53,22.69
49581,1010.58,22.26
49598,1010.54,22.56
49622,1010.6,22.12
49642,1010.57,22.37
49657,1010.57,22.33
49679,1010.63,21.81
49702,1010.6,22.1
49719,1010.62,21.95
49742,1010.63,21.84
49760,1010.59,22.16
49779,1010.64,21.75
49798,1010.65,21.66
49818,1010.64,21.76
49841,1010.63,21.81
49859,1010.66,21.61
49880,1010.64,21.78
49899,1010.66,21.61
49920,1010.72,21.07
49942,1010.69,21.31
49962,1010.7,21.24
49979,1010.68,21.38
50001,1010.76,20.76
50021,1010.65,21.64
50040,1010.7,21.23
50062,1010.72,21.1
50078,1010.7,21.24
50097,1010.68,21.4
50122,1010.72,21.07
50139,1010.73,21.04
50162,1010.75,20.84
50182,1010.76,20.73
50197,1010.77,20.64
50222,1010.79,20.51
50239,1010.79,20.49
50260,1010.81,20.32
50280,1010.79,20.5
50302,1010.83,20.15
50317,1010.8,20.46
50339,1010.81,20.36
50361,1010.81,20.34
50381,1010.83,20.17
50401,1010.76,20.77
50417,1010.8,20.42
50438,1010.86,19.9
50459,1010.84,20.12
50481,1010.86,19.92
50498,1010.87,19.8
50518,1010.89,19.7
50542,1010.85,19.97
50557,1010.88,19.73
50582,1010.85,19.97
50601,1010.86,19.93
50621,1010.86,19.96
50638,1010.91,19.52
50657,1010.88,19.72
50681,1010.89,19.69
50702,1010.92,19.45
50721,1010.93,19.36
50737,1010.88,19.75
50761,1010.92,19.45
50781,1010.91,19.48
50800,1010.95,19.18
50821,1010.96,19.06
50842,1010.95,19.14
50860,1010.95,19.18
50877,1010.97,18.97
50899,1010.96,19.12
50917,1011.0,18.78
50939,1010.99,18.83
50959,1010.96,19.11
50977,1010.96,19.07
50999,1010.99,18.84
51017,1011.01,18.69
51041,1011.01,18.64
51062,1011.0,18.71
51077,1010.99,18.86
51102,1010.99,18.86
51120,1011.02,18.57
51138,1011.04,18.41
51157,1011.01,18.63
51180,1011.04,18.38
51201,1011.04,18.39
51221,1011.01,18.68
51237,1011.02,18.56
51257,1011.04,18.4
51279,1011.08,18.09
51298,1011.05,18.32
51318,1011.04,18.43
51338,1011.07,18.13
51361,1011.04,18.39
51382,1011.05,18.34
51399,1011.05,18.37
51422,1011.08,18.08
51438,1011.08,18.09
51459,1011.07,18.2
51478,1011.09,17.98
51500,1011.12,17.77
51522,1011.12,17.73
51540,1011.11,17.82
51559,1011.15,17.5
51580,1011.13,17.66
51597,1011.11,17.85
51622,1011.18,17.21
51640,1011.11,17.84
51659,1011.12,17.73
51680,1011.16,17.4
51700,1011.15,17.53
51717,1011.16,17.4
51741,1011.14,17.57
51758,1011.15,17.49
51781,1011.21,17.02
51801,1011.17,17.33
51821,1011.19,17.15
51840,1011.19,17.16
51860,1011.21,16.97
51877,1011.16,17.38
51901,1011.19,17.2
51918,1011.23,16.85
51939,1011.25,16.69
51958,1011.23,16.83
51977,1011.22,16.93
52000,1011.23,16.85
52017,1011.21,17.0
52041,1011.23,16.86
52058,1011.23,16.86
52077,1011.25,16.71
52100,1011.29,16.35
52117,1011.27,16.53
52138,1011.24,16.71
52161,1011.27,16.46
52177,1011.27,16.53
52202,1011.29,16.33
52217,1011.31,16.17
52238,1011.3,16.28
52261,1011.29,16.31
52278,1011.32,16.1
52297,1011.31,16.14
52319,1011.33,15.97
52338,1011.29,16.3
52362,1011.33,15.99
52378,1011.3,16.27
52401,1011.3,16.24
52422,1011.34,15.91
52439,1011.37,15.7
52462,1011.39,15.46
52479,1011.39,15.54
52502,1011.39,15.5
52517,1011.33,15.97
52541,1011.37,15.69
52559,1011.37,15.7
52579,1011.43,15.19
52600,1011.41,15.33
52621,1011.37,15.66
52637,1011.39,15.52
52658,1011.4,15.4
52681,1011.39,15.48
52700,1011.37,15.63
52722,1011.42,15.25
52741,1011.42,15.26
52762,1011.42,15.24
52781,1011.38,15.6
52798,1011.48,14.75
52817,1011.42,15.21
52841,1011.45,15.02
52860,1011.44,15.1
52877,1011.47,14.85
52899,1011.46,14.91
52922,1011.45,15.0
52940,1011.4,15.39
52959,1011.46,14.94
52979,1011.5,14.6
52998,1011.49,14.63
53019,1011.5,14.59
53039,1011.53,14.3
53057,1011.51,14.53
53081,1011.49,14.67
53099,1011.54,14.27
53121,1011.49,14.64
53142,1011.51,14.5
53158,1011.54,14.24
53180,1011.53,14.3
53199,1011.5,14.57
53222,1011.52,14.37
53238,1011.54,14.21
53261,1011.56,14.12
53280,1011.55,14.13
53298,1011.57,13.99
53317,1011.61,13.66
53340,1011.53,14.36
53361,1011.57,13.98
53378,1011.57,13.98
53400,1011.59,13.85
53419,1011.61,13.69
53441,1011.6,13.75
53458,1011.63,13.46
53482,1011.56,14.1
53498,1011.64,13.44
53519,1011.64,13.43
53537,1011.63,13.5
53557,1011.6,13.77
53580,1011.63,13.49
53598,1011.66,13.23
53622,1011.61,13.63
53637,1011.63,13.5
53659,1011.64,13.42
53679,1011.64,13.41
53697,1011.61,13.67
53717,1011.62,13.59
53739,1011.69,13.03
53759,1011.64,13.4
53779,1011.67,13.14
53800,1011.68,13.12
53820,1011.73,12.68
53837,1011.7,12.92
53859,1011.72,12.75
53882,1011.69,13.0
53900,1011.69,13.01
53921,1011.76,12.4
53938,1011.72,12.73
53961,1011.7,12.89
53981,1011.74,12.61
54000,1011.72,12.74
54022,1011.73,12.62
54037,1011.74,12.59
54057,1011.76,12.44
54081,1011.78,12.22
54101,1011.79,12.19
54117,1011.75,12.49
54138,1011.77,12.32
54157,1011.78,12.25
54178,1011.79,12.15
54201,1011.79,12.13
54220,1011.77,12.33
54239,1011.8,12.04
54259,1011.83,11.82
54277,1011.79,12.16
54298,1011.82,11.94
54320,1011.82,11.94
54342,1011.79,12.18
54362,1011.83,11.84
54377,1011.83,11.87
54402,1011.86,11.55
54421,1011.85,11.68
54441,1011.83,11.79
54459,1011.89,11.36
54479,1011.85,11.63
54498,1011.86,11.58
54517,1011.87,11.53
54538,1011.85,11.66
54558,1011.87,11.49
54579,1011.85,11.65
54601,1011.91,11.16
54619,1011.89,11.33
54637,1011.9,11.28
54662,1011.93,11.02
54682,1011.89,11.34
54701,1011.86,11.55
54722,1011.92,11.08
54740,1011.91,11.14
54762,1011.93,11.02
54777,1011.95,10.84
54799,1011.98,10.6
54818,1011.96,10.76
54838,1011.98,10.59
54857,1011.92,11.11
54880,1011.96,10.73
54901,1011.97,10.65
54920,1011.95,10.83
54937,1012.0,10.43
54961,1012.0,10.45
54980,1011.98,10.56
54999,1011.97,10.69
55021,1011.98,10.55
55038,1011.99,10.47
55059,1012.0,10.39
55082,1012.0,10.4
55098,1012.01,10.33
55119,1012.04,10.07
55142,1012.02,10.21
55161,1012.05,9.97
55177,1012.03,10.15
55197,1012.05,10.0
55217,1011.99,10.51
55240,1012.05,9.99
55259,1012.08,9.71
55277,1012.06,9.9
55302,1012.05,9.96
55320,1012.03,10.13
55338,1012.09,9.69
55360,1012.11,9.46
55381,1012.07,9.85
55397,1012.12,9.42
55418,1012.1,9.55
55441,1012.11,9.53
55459,1012.11,9.53
55480,1012.1,9.62
55499,1012.13,9.33
55517,1012.13,9.37
55537,1012.12,9.37
55559,1012.13,9.36
55578,1012.13,9.31
55597,1012.13,9.33
55622,1012.13,9.35
55642,1012.14,9.22
55661,1012.15,9.2
55682,1012.2,8.79
55698,1012.16,9.05
55722,1012.16,9.07
55738,1012.16,9.09
55762,1012.2,8.78
55782,1012.2,8.74
55801,1012.2,8.72
55822,1012.18,8.87
55840,1012.18,8.93
55858,1012.21,8.63
55879,1012.19,8.82
55900,1012.21,8.64
55917,1012.22,8.56
55940,1012.23,8.49
55962,1012.22,8.62
55978,1012.23,8.51
56001,1012.19,8.81
56022,1012.27,8.2
56042,1012.24,8.41
56062,1012.27,8.18
56080,1012.28,8.08
56102,1012.27,8.19
56121,1012.27,8.17
56137,1012.21,8.64
56159,1012.29,8.03
56181,1012.31,7.82
56198,1012.29,8.04
56220,1012.34,7.57
56240,1012.3,7.88
56257,1012.31,7.86
56280,1012.29,7.96
56301,1012.3,7.95
56319,1012.33,7.64
56337,1012.33,7.67
56357,1012.35,7.52
56379,1012.36,7.4
56402,1012.34,7.61
56418,1012.37,7.3
56440,1012.36,7.4
56458,1012.38,7.26
56478,1012.35,7.5
56502,1012.33,7.67
56521,1012.4,7.07
56537,1012.42,6.94
56559,1012.38,7.21
56577,1012.39,7.19
56599,1012.39,7.18
56620,1012.41,7.02
56637,1012.41,7.03
56658,1012.4,7.09
56679,1012.39,7.16
56702,1012.46,6.58
56722,1012.43,6.82
56737,1012.42,6.89
56761,1012.45,6.64
56779,1012.4,7.08
56799,1012.46,6.61
56821,1012.45,6.67
56842,1012.44,6.73
56862,1012.47,6.49
56880,1012.5,6.22
56899,1012.48,6.44
56921,1012.45,6.65
56938,1012.48,6.37
56960,1012.5,6.23
56979,1012.47,6.51
57000,1012.5,6.24
57018,1012.51,6.17
57038,1012.5,6.25
57062,1012.49,6.31
57077,1012.46,6.57
57100,1012.5,6.24
57118,1012.5,6.26
57137,1012.54,5.92
57157,1012.55,5.79
57178,1012.54,5.94
57202,1012.54,5.9
57218,1012.57,5.65
57242,1012.56,5.76
57260,1012.55,5.83
57279,1012.56,5.78
57300,1012.56,5.76
57320,1012.57,5.68
57341,1012.59,5.49
57358,1012.59,5.46
57379,1012.61,5.29
57402,1012.56,5.78
57422,1012.6,5.42
57442,1012.61,5.33
57459,1012.63,5.17
57481,1012.55,5.82
57499,1012.64,5.06
57519,1012.63,5.13
57538,1012.62,5.25
57560,1012.62,5.23
57578,1012.62,5.26
57598,1012.61,5.37
57622,1012.64,5.09
57638,1012.68,4.77
57657,1012.66,4.88
57677,1012.66,4.94
57702,1012.63,5.2
57720,1012.7,4.54
57739,1012.65,4.97
57761,1012.68,4.73
57782,1012.67,4.81
57798,1012.7,4.61
57821,1012.72,4.43
57841,1012.69,4.67
57860,1012.7,4.61
57877,1012.69,4.63
57902,1012.72,4.4
57920,1012.74,4.26
57938,1012.76,4.05
57959,1012.72,4.43
57977,1012.73,4.33
57997,1012.77,4.03
58021,1012.76,4.06
58037,1012.76,4.04
58059,1012.79,3.81
58080,1012.78,3.89
58097,1012.79,3.79
58122,1012.79,3.87
58138,1012.8,3.78
58158,1012.82,3.58
58178,1012.75,4.19
58198,1012.77,4.01
58217,1012.82,3.61
58241,1012.8,3.74
58262,1012.8,3.72
58278,1012.79,3.83
58300,1012.84,3.42
58321,1012.8,3.72
58342,1012.84,3.38
58359,1012.86,3.21
58378,1012.83,3.54
58398,1012.82,3.6
58421,1012.8,3.78
58441,1012.88,3.06
58458,1012.85,3.37
58479,1012.88,3.12
58502,1012.86,3.29
58521,1012.91,2.84
58542,1012.91,2.83
58561,1012.9,2.88
58579,1012.89,3.0
58600,1012.91,2.82
58620,1012.89,3.02
58637,1012.88,3.05
58660,1012.9,2.92
58681,1012.88,3.06
58698,1012.91,2.81
58721,1012.95,2.47
58740,1012.9,2.89
58762,1012.95,2.49
58777,1012.92,2.73
58798,1012.91,2.81
58820,1012.94,2.56
58838,1012.99,2.17
58861,1012.98,2.23
58881,1012.94,2.59
58897,1012.98,2.29
58920,1012.98,2.28
58940,1012.97,2.36
58959,1012.97,2.31
58982,1012.99,2.19
59001,1013.0,2.06
59021,1013.01,2.0
59041,1012.99,2.17
59059,1013.0,2.08
59082,1013.02,1.88
59101,1013.0,2.08
59121,1013.03,1.82
59142,1013.05,1.65
59158,1013.05,1.63
59181,1013.06,1.54
59198,1013.05,1.64
59219,1013.03,1.86
59239,1013.08,1.45
59262,1013.06,1.58
59282,1013.08,1.39
59301,1013.08,1.42
59321,1013.11,1.16
59340,1013.09,1.35
59362,1013.09,1.31
59379,1013.08,1.41
59399,1013.09,1.32
59417,1013.13,1.03
59441,1013.08,1.4
59461,1013.1,1.21
59479,1013.11,1.18
59497,1013.12,1.11
59522,1013.13,0.98
59537,1013.12,1.09
59561,1013.12,1.11
59582,1013.17,0.68
59599,1013.15,0.87
59618,1013.14,0.9
59641,1013.13,0.97
59661,1013.12,1.11
59680,1013.16,0.74
59702,1013.16,0.76
59717,1013.16,0.75
59740,1013.17,0.68
59761,1013.16,0.74
59782,1013.14,0.92
59798,1013.18,0.58
59821,1013.15,0.84
59840,1013.2,0.44
59859,1013.17,0.64
59877,1013.17,0.67
59902,1013.13,1.0
59917,1013.19,0.54
59938,1013.25,0.04
59958,1013.26,-0.07
59982,1013.23,0.13
